feature_name,num_repos,num_still_present,num_retired,min_first_seen_date,max_first_seen_date,min_last_seen_date,max_last_seen_date,avg_lifetime_days,median_lifetime_days
into_boxed_c_str,1,0,1,2017-03-09T05:02:15+00:00,2017-03-09T05:02:15+00:00,2017-08-16T05:08:23+00:00,2017-08-16T05:08:23+00:00,160.00,160.00
into_future,1,0,1,2022-02-25T09:37:16+00:00,2022-02-25T09:37:16+00:00,2022-07-19T14:28:16+00:00,2022-07-19T14:28:16+00:00,144.00,144.00
intra_doc_pointers,1,1,0,2022-07-12T18:14:06+00:00,2022-07-12T18:14:06+00:00,2025-11-18T19:08:08+00:00,2025-11-18T19:08:08+00:00,1225.00,1225.00
io,7,0,7,2015-01-29T17:31:30+00:00,2018-04-13T18:26:47+00:00,2015-02-22T11:01:43+00:00,2020-01-16T23:23:06+00:00,190.00,47.00
io_error_inprogress,1,0,1,2025-02-18T05:34:53+00:00,2025-02-18T05:34:53+00:00,2025-03-21T04:47:01+00:00,2025-03-21T04:47:01+00:00,30.00,30.00
io_error_more,3,2,1,2021-11-12T18:24:59+00:00,2025-02-18T05:34:53+00:00,2025-03-21T04:47:01+00:00,2025-10-24T21:14:20+00:00,678.33,563.00
io_error_uncategorized,1,1,0,2022-01-18T21:18:42+00:00,2022-01-18T21:18:42+00:00,2025-10-24T21:14:20+00:00,2025-10-24T21:14:20+00:00,1374.00,1374.00
io_safety,3,1,2,2021-08-27T02:57:40+00:00,2021-08-31T20:02:37+00:00,2024-06-13T20:16:48+00:00,2025-10-24T21:14:20+00:00,1184.33,1017.00
io_slice_advance,2,0,2,2021-12-16T17:21:19+00:00,2022-01-06T08:30:16+00:00,2022-02-22T20:33:21+00:00,2022-02-23T22:13:06+00:00,58.00,58.00
ip_addr,1,0,1,2016-04-11T16:52:11+00:00,2016-04-11T16:52:11+00:00,2016-06-13T15:55:24+00:00,2016-06-13T15:55:24+00:00,62.00,62.00
is_some_and,1,0,1,2023-03-25T16:30:51+00:00,2023-03-25T16:30:51+00:00,2024-10-21T17:54:51+00:00,2024-10-21T17:54:51+00:00,576.00,576.00
is_sorted,2,0,2,2022-11-10T00:51:33+00:00,2022-12-22T12:03:43+00:00,2022-11-10T23:01:35+00:00,2024-01-31T07:55:32+00:00,202.00,202.00
iter_advance_by,2,2,0,2021-01-16T04:40:30+00:00,2023-01-18T21:05:34+00:00,2021-01-16T10:15:40+00:00,2025-11-19T02:17:02+00:00,517.50,517.50
iter_array_chunks,2,1,1,2023-02-13T00:28:12+00:00,2025-10-30T12:51:17+00:00,2024-02-16T13:49:43+00:00,2025-10-30T12:51:17+00:00,184.00,184.00
iter_from_generator,1,1,0,2020-09-20T08:35:02+00:00,2020-09-20T08:35:02+00:00,2020-09-26T19:00:49+00:00,2020-09-26T19:00:49+00:00,6.00,6.00
iter_intersperse,2,2,0,2025-02-27T06:15:32+00:00,2025-10-30T12:51:17+00:00,2025-04-13T06:32:53+00:00,2025-10-30T12:51:17+00:00,22.50,22.50
iter_order_by,1,0,1,2023-08-01T20:20:15+00:00,2023-08-01T20:20:15+00:00,2023-10-30T22:58:46+00:00,2023-10-30T22:58:46+00:00,90.00,90.00
iterator_find_map,1,0,1,2018-11-09T00:08:29+00:00,2018-11-09T00:08:29+00:00,2018-11-09T00:41:45+00:00,2018-11-09T00:41:45+00:00,0.00,0.00
iterator_flatten,1,0,1,2018-08-16T01:30:53+00:00,2018-08-16T01:30:53+00:00,2019-01-10T01:24:48+00:00,2019-01-10T01:24:48+00:00,146.00,146.00
label_break_value,2,1,1,2018-11-28T21:50:17+00:00,2019-02-04T23:19:35+00:00,2022-08-24T02:14:12+00:00,2025-11-18T19:08:08+00:00,1921.00,1921.00
lang_items,7,0,7,2017-01-24T00:03:06+00:00,2025-02-07T18:18:34+00:00,2023-06-30T20:01:54+00:00,2025-02-07T18:18:34+00:00,968.00,240.00
layout_for_ptr,1,0,1,2023-04-12T17:21:55+00:00,2023-04-12T17:21:55+00:00,2023-04-29T03:33:39+00:00,2023-04-29T03:33:39+00:00,16.00,16.00
lazy_cell,1,0,1,2023-07-13T16:18:39+00:00,2023-07-13T16:18:39+00:00,2024-01-04T14:23:06+00:00,2024-01-04T14:23:06+00:00,174.00,174.00
lazy_type_alias,1,1,0,2023-06-18T20:38:38+00:00,2023-06-18T20:38:38+00:00,2025-10-20T09:06:22+00:00,2025-10-20T09:06:22+00:00,854.00,854.00
let_chains,2,0,2,2020-07-06T18:59:32+00:00,2025-01-10T08:30:15+00:00,2024-01-16T22:51:56+00:00,2024-01-16T22:51:56+00:00,1289.00,1289.00
libc,9,1,8,2015-01-29T19:15:01+00:00,2017-10-04T02:06:44+00:00,2015-02-26T20:56:47+00:00,2025-11-18T19:08:08+00:00,518.14,133.00
link_args,1,0,1,2019-11-14T04:32:28+00:00,2019-11-14T04:32:28+00:00,2020-03-25T21:41:09+00:00,2020-03-25T21:41:09+00:00,132.00,132.00
link_cfg,2,0,2,2021-12-16T17:21:19+00:00,2022-01-05T09:22:53+00:00,2022-02-22T20:33:21+00:00,2022-02-23T22:13:06+00:00,58.50,58.50
link_llvm_intrinsics,3,0,3,2019-01-18T09:52:17+00:00,2019-01-18T09:52:17+00:00,,,,
linkage,5,2,3,2017-08-08T13:31:38+00:00,2024-02-23T12:10:46+00:00,2022-02-15T19:37:09+00:00,2025-11-01T20:24:49+00:00,1269.50,1110.00
linked_list_cursors,1,1,0,2023-12-21T03:47:31+00:00,2023-12-21T03:47:31+00:00,2025-07-27T12:16:28+00:00,2025-07-27T12:16:28+00:00,584.00,584.00
llvm_asm,2,0,2,2021-12-16T17:21:19+00:00,2022-01-06T08:30:16+00:00,2022-02-22T20:33:21+00:00,2022-02-23T22:13:06+00:00,58.00,58.00
log_syntax,1,0,1,2023-09-18T11:15:45+00:00,2023-09-18T11:15:45+00:00,2023-09-30T11:48:37+00:00,2023-09-30T11:48:37+00:00,12.00,12.00
loop_break_value,1,1,0,2016-12-23T19:20:07+00:00,2016-12-23T19:20:07+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,3235.00,3235.00
macro_attributes_in_derive_output,1,0,1,2021-05-01T09:09:10+00:00,2021-05-01T09:09:10+00:00,2021-10-01T12:11:17+00:00,2021-10-01T12:11:17+00:00,153.00,153.00
macro_metavar_expr,1,1,0,2025-10-30T12:51:17+00:00,2025-10-30T12:51:17+00:00,2025-10-30T12:51:17+00:00,2025-10-30T12:51:17+00:00,0.00,0.00
macro_reexport,2,0,2,2018-01-12T07:53:06+00:00,2018-02-08T18:20:34+00:00,2018-06-02T09:01:00+00:00,2018-06-02T09:01:00+00:00,141.00,141.00
macro_rules,7,0,7,2014-04-12T18:32:52+00:00,2014-12-30T02:11:17+00:00,2014-08-11T08:27:29+00:00,2015-01-13T13:58:16+00:00,135.20,178.00
manually_drop_take,1,0,1,2019-02-28T10:10:52+00:00,2019-02-28T10:10:52+00:00,2019-02-28T14:30:09+00:00,2019-02-28T14:30:09+00:00,0.00,0.00
map_first_last,1,0,1,2022-08-23T03:10:31+00:00,2022-08-23T03:10:31+00:00,2022-09-08T22:44:59+00:00,2022-09-08T22:44:59+00:00,16.00,16.00
map_try_insert,1,1,0,2022-06-10T21:11:52+00:00,2022-06-10T21:11:52+00:00,2025-11-18T19:08:08+00:00,2025-11-18T19:08:08+00:00,1256.00,1256.00
match_default_bindings,1,0,1,2018-01-04T03:49:37+00:00,2018-01-04T03:49:37+00:00,2018-05-14T04:25:10+00:00,2018-05-14T04:25:10+00:00,130.00,130.00
maybe_uninit_array_assume_init,1,0,1,2022-05-29T14:50:19+00:00,2022-05-29T14:50:19+00:00,2024-02-20T11:46:21+00:00,2024-02-20T11:46:21+00:00,631.00,631.00
maybe_uninit_uninit_array,1,0,1,2022-05-29T14:50:19+00:00,2022-05-29T14:50:19+00:00,2024-02-20T11:46:21+00:00,2024-02-20T11:46:21+00:00,631.00,631.00
maybe_uninit_write_slice,1,1,0,2023-01-25T09:12:18+00:00,2023-01-25T09:12:18+00:00,2024-12-13T08:09:41+00:00,2024-12-13T08:09:41+00:00,687.00,687.00
min_specialization,5,3,2,2022-04-07T12:52:22+00:00,2025-10-30T12:51:17+00:00,2025-09-30T16:33:23+00:00,2025-11-19T20:18:14+00:00,703.25,770.50
min_type_alias_impl_trait,1,1,0,2021-08-07T03:03:40+00:00,2021-08-07T03:03:40+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,1547.00,1547.00
more_qualified_paths,2,2,0,2021-08-26T02:18:41+00:00,2024-12-18T05:27:13+00:00,2025-04-13T06:32:53+00:00,2025-11-01T20:24:49+00:00,822.00,822.00
mpsc_select,1,0,1,2018-11-05T00:12:49+00:00,2018-11-05T00:12:49+00:00,2019-05-21T08:16:39+00:00,2019-05-21T08:16:39+00:00,197.00,197.00
mut_ref,1,1,0,2024-03-27T20:38:56+00:00,2024-03-27T20:38:56+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,583.00,583.00
native_link_modifiers_verbatim,1,0,1,2022-11-16T13:19:36+00:00,2022-11-16T13:19:36+00:00,,,,
negative_impls,4,1,3,2020-10-02T05:18:13+00:00,2024-03-01T20:11:34+00:00,2020-10-02T05:18:13+00:00,2025-11-04T03:44:24+00:00,544.67,30.00
never_type,11,3,8,2018-01-12T07:53:06+00:00,2024-04-09T04:48:37+00:00,2020-11-04T09:42:29+00:00,2025-11-19T20:42:49+00:00,1027.10,390.50
new_range_api,1,1,0,2023-06-11T06:13:14+00:00,2023-06-11T06:13:14+00:00,2025-10-20T09:06:22+00:00,2025-10-20T09:06:22+00:00,862.00,862.00
new_uninit,2,0,2,2020-06-19T15:15:44+00:00,2020-10-17T17:08:35+00:00,2020-06-19T19:44:46+00:00,2022-12-20T16:20:01+00:00,396.50,396.50
nightly,1,0,1,2017-10-22T22:46:17+00:00,2017-10-22T22:46:17+00:00,2019-05-06T17:25:47+00:00,2019-05-06T17:25:47+00:00,560.00,560.00
nll,4,0,4,2018-01-12T07:53:06+00:00,2019-05-03T02:39:47+00:00,2018-10-18T02:39:11+00:00,2020-07-23T17:18:22+00:00,336.33,86.00
no_core,2,0,2,2021-12-16T17:21:19+00:00,2022-01-05T09:22:53+00:00,2022-02-22T20:33:21+00:00,2022-02-23T22:13:06+00:00,58.50,58.50
no_coverage,3,0,3,2022-11-13T07:51:50+00:00,2025-07-20T03:58:45+00:00,2023-06-14T00:26:51+00:00,2023-09-18T19:32:08+00:00,205.50,205.50
non_ascii_idents,1,0,1,2017-01-10T09:20:01+00:00,2017-01-10T09:20:01+00:00,2021-04-20T02:55:12+00:00,2021-04-20T02:55:12+00:00,1560.00,1560.00
non_exhaustive_omitted_patterns_lint,2,0,2,2022-03-28T17:21:37+00:00,2022-04-24T06:55:20+00:00,2022-06-25T04:55:52+00:00,2022-06-25T04:55:52+00:00,61.00,61.00
non_lifetime_binders,1,1,0,2023-07-20T03:18:51+00:00,2023-07-20T03:18:51+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,835.00,835.00
non_modrs_mods,1,1,0,2018-05-06T07:58:03+00:00,2018-05-06T07:58:03+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,2736.00,2736.00
nonzero,1,0,1,2015-07-14T19:00:46+00:00,2015-07-14T19:00:46+00:00,,,,
num_as_ne_bytes,1,0,1,2021-02-18T12:16:54+00:00,2021-02-18T12:16:54+00:00,2021-05-28T09:57:44+00:00,2021-05-28T09:57:44+00:00,98.00,98.00
offset_to,2,0,2,2018-06-09T17:33:28+00:00,2018-11-16T01:44:51+00:00,2018-11-16T01:44:51+00:00,2018-11-16T01:44:51+00:00,0.00,0.00
old_io,4,0,4,2015-02-21T17:25:47+00:00,2015-03-11T01:47:00+00:00,2015-03-21T17:10:04+00:00,2015-03-24T02:25:50+00:00,20.00,20.00
old_orphan_check,2,0,2,2015-01-05T01:18:50+00:00,2015-01-06T00:49:00+00:00,2015-01-07T17:30:11+00:00,2015-01-13T13:58:16+00:00,4.50,4.50
old_path,4,0,4,2015-02-21T17:25:47+00:00,2015-03-07T22:46:35+00:00,2015-02-21T23:24:15+00:00,2015-02-21T23:24:15+00:00,0.00,0.00
once_cell,3,0,3,2021-05-25T18:49:19+00:00,2023-04-03T03:03:12+00:00,2021-06-03T21:16:57+00:00,2024-09-24T05:57:51+00:00,203.33,61.00
open_options_ext_as_flags,1,0,1,2021-01-06T10:38:24+00:00,2021-01-06T10:38:24+00:00,2021-02-03T00:55:10+00:00,2021-02-03T00:55:10+00:00,27.00,27.00
optin_builtin_traits,3,0,3,2015-01-17T18:29:16+00:00,2018-01-12T07:53:06+00:00,2015-06-14T01:33:25+00:00,2018-01-15T01:33:18+00:00,65.33,47.00
option_flattening,3,1,2,2019-07-20T01:12:04+00:00,2025-02-07T18:18:34+00:00,2019-08-26T19:26:10+00:00,2025-11-19T20:18:14+00:00,144.33,111.00
option_result_contains,1,1,0,2025-02-07T18:18:34+00:00,2025-02-07T18:18:34+00:00,2025-11-19T20:18:14+00:00,2025-11-19T20:18:14+00:00,285.00,285.00
option_result_unwrap_unchecked,1,0,1,2021-10-30T13:11:11+00:00,2021-10-30T13:11:11+00:00,2021-10-30T16:20:21+00:00,2021-10-30T16:20:21+00:00,0.00,0.00
or_patterns,2,1,1,2021-02-18T02:19:27+00:00,2021-02-22T15:33:11+00:00,2021-05-06T05:56:54+00:00,2025-11-01T20:24:49+00:00,894.50,894.50
os,5,0,5,2015-01-29T19:15:01+00:00,2015-03-07T22:46:35+00:00,2015-02-07T13:01:48+00:00,2015-04-14T01:00:46+00:00,27.67,37.00
os_str_bytes,1,0,1,2023-06-22T14:14:00+00:00,2023-06-22T14:14:00+00:00,2023-06-22T22:56:34+00:00,2023-06-22T22:56:34+00:00,0.00,0.00
panic_implementation,1,0,1,2018-06-04T17:11:42+00:00,2018-06-04T17:11:42+00:00,,,,
panic_info_message,4,0,4,2020-01-27T16:14:29+00:00,2025-02-07T18:18:34+00:00,2020-08-27T09:09:24+00:00,2025-02-07T18:18:34+00:00,450.50,152.50
panic_unwind,1,0,1,2021-08-15T02:15:50+00:00,2021-08-15T02:15:50+00:00,2022-10-26T07:12:50+00:00,2022-10-26T07:12:50+00:00,437.00,437.00
param_attrs,1,0,1,2019-10-30T14:14:52+00:00,2019-10-30T14:14:52+00:00,,,,
path,3,0,3,2015-01-29T19:15:01+00:00,2015-01-31T13:00:58+00:00,,,,
path_ext,1,0,1,2015-08-25T23:05:30+00:00,2015-08-25T23:05:30+00:00,2015-10-23T20:46:14+00:00,2015-10-23T20:46:14+00:00,58.00,58.00
pattern,3,0,3,2021-12-16T17:21:19+00:00,2022-12-08T14:24:03+00:00,2022-02-22T20:33:21+00:00,2023-06-11T06:13:14+00:00,100.33,68.00
phase,8,0,8,2014-04-02T12:42:29+00:00,2014-10-28T21:28:20+00:00,2014-10-28T21:28:20+00:00,2015-01-13T13:58:16+00:00,150.17,150.50
pin,1,0,1,2018-04-22T09:42:58+00:00,2018-04-22T09:42:58+00:00,,,,
pin_ergonomics,1,1,0,2024-10-07T18:15:15+00:00,2024-10-07T18:15:15+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,390.00,390.00
plugin,16,1,15,2015-01-07T17:30:11+00:00,2022-01-05T09:22:53+00:00,2016-01-05T14:25:30+00:00,2022-02-15T19:37:09+00:00,388.77,261.00
plugin_registrar,2,0,2,2014-06-28T04:43:23+00:00,2017-08-18T23:14:19+00:00,2016-09-28T18:59:25+00:00,2022-02-15T19:37:09+00:00,1232.00,1232.00
portable_simd,1,0,1,2023-06-09T23:47:24+00:00,2023-06-09T23:47:24+00:00,2024-07-13T15:14:44+00:00,2024-07-13T15:14:44+00:00,399.00,399.00
postfix_match,1,1,0,2024-03-06T05:51:45+00:00,2024-03-06T05:51:45+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,605.00,605.00
prelude_import,9,0,9,2019-10-08T01:28:31+00:00,2025-08-17T04:08:34+00:00,2020-02-03T06:38:48+00:00,2025-08-17T23:41:56+00:00,280.56,16.00
proc_macro,10,0,10,2016-10-23T04:48:29+00:00,2022-01-05T09:45:22+00:00,2016-10-25T19:26:01+00:00,2022-02-23T22:13:06+00:00,106.43,49.00
proc_macro_def_site,2,0,2,2021-12-16T17:21:19+00:00,2022-01-05T09:45:22+00:00,2022-02-22T20:33:21+00:00,2022-02-23T22:13:06+00:00,58.50,58.50
proc_macro_diagnostic,6,2,4,2019-09-21T05:30:36+00:00,2025-07-01T19:33:22+00:00,2020-06-11T10:00:09+00:00,2025-09-28T19:20:12+00:00,111.17,78.00
proc_macro_hygiene,14,2,12,2018-10-25T04:17:05+00:00,2025-02-07T18:18:34+00:00,2019-01-23T01:55:47+00:00,2025-11-18T19:08:08+00:00,486.54,182.00
proc_macro_lib,1,0,1,2017-01-07T22:01:38+00:00,2017-01-07T22:01:38+00:00,2017-01-08T20:17:56+00:00,2017-01-08T20:17:56+00:00,0.00,0.00
proc_macro_non_items,1,0,1,2018-07-08T13:23:44+00:00,2018-07-08T13:23:44+00:00,2020-02-04T12:24:57+00:00,2020-02-04T12:24:57+00:00,575.00,575.00
proc_macro_quote,1,0,1,2022-01-13T17:36:17+00:00,2022-01-13T17:36:17+00:00,2024-05-09T09:32:47+00:00,2024-05-09T09:32:47+00:00,846.00,846.00
proc_macro_span,3,0,3,2021-12-16T17:21:19+00:00,2022-08-03T05:52:12+00:00,2022-02-22T20:33:21+00:00,2022-08-13T02:08:45+00:00,42.00,49.00
proc_macro_tracked_env,1,1,0,2025-08-12T09:11:23+00:00,2025-08-12T09:11:23+00:00,2025-08-12T22:18:22+00:00,2025-08-12T22:18:22+00:00,0.00,0.00
proc_macros,1,0,1,2018-01-12T07:53:06+00:00,2018-01-12T07:53:06+00:00,2018-09-16T11:25:41+00:00,2018-09-16T11:25:41+00:00,247.00,247.00
process,1,0,1,2015-03-02T00:09:47+00:00,2015-03-02T00:09:47+00:00,2015-04-11T16:33:53+00:00,2015-04-11T16:33:53+00:00,40.00,40.00
provide_any,1,0,1,2022-09-06T01:32:49+00:00,2022-09-06T01:32:49+00:00,2022-09-13T18:31:51+00:00,2022-09-13T18:31:51+00:00,7.00,7.00
ptr_as_uninit,1,0,1,2022-10-31T21:15:56+00:00,2022-10-31T21:15:56+00:00,,,,
ptr_metadata,1,1,0,2023-01-22T13:02:40+00:00,2023-01-22T13:02:40+00:00,2024-12-13T08:09:41+00:00,2024-12-13T08:09:41+00:00,690.00,690.00
ptr_wrapping_offset_from,2,1,1,2018-06-09T21:53:04+00:00,2018-09-24T23:11:57+00:00,2020-06-12T08:06:16+00:00,2025-11-18T19:08:08+00:00,1672.00,1672.00
pub_restricted,1,1,0,2017-05-28T04:24:05+00:00,2017-05-28T04:24:05+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,3079.00,3079.00
quote,2,0,2,2014-09-03T14:13:33+00:00,2017-08-18T23:14:19+00:00,,,,
rand,3,0,3,2015-01-29T21:38:01+00:00,2016-12-01T22:03:46+00:00,2018-09-26T18:38:41+00:00,2018-09-26T18:38:41+00:00,663.00,663.00
range_contains,2,0,2,2018-01-21T08:47:37+00:00,2018-04-30T14:02:23+00:00,2019-01-17T14:17:16+00:00,2019-03-18T11:54:46+00:00,341.00,341.00
raw,1,0,1,2016-10-11T15:25:10+00:00,2016-10-11T15:25:10+00:00,2016-10-13T12:12:51+00:00,2016-10-13T12:12:51+00:00,1.00,1.00
raw_dylib,1,0,1,2022-11-16T13:19:36+00:00,2022-11-16T13:19:36+00:00,2023-05-10T21:44:50+00:00,2023-05-10T21:44:50+00:00,175.00,175.00
raw_identifiers,2,1,1,2018-06-25T14:36:37+00:00,2018-08-23T01:09:37+00:00,2018-08-24T23:49:13+00:00,2025-11-01T20:24:49+00:00,1343.50,1343.50
raw_ref_op,1,0,1,2025-01-06T19:09:49+00:00,2025-01-06T19:09:49+00:00,2025-04-22T03:00:57+00:00,2025-04-22T03:00:57+00:00,105.00,105.00
read_buf,1,1,0,2021-12-18T11:29:23+00:00,2021-12-18T11:29:23+00:00,2023-02-12T16:12:26+00:00,2023-02-12T16:12:26+00:00,421.00,421.00
read_initializer,2,0,2,2020-08-10T15:55:47+00:00,2021-12-16T17:21:19+00:00,2021-02-03T00:55:35+00:00,2022-01-04T07:32:34+00:00,97.00,97.00
reflect_marker,1,0,1,2016-05-03T15:26:43+00:00,2016-05-03T15:26:43+00:00,2017-01-23T09:45:54+00:00,2017-01-23T09:45:54+00:00,264.00,264.00
register_tool,1,1,0,2023-06-06T15:43:07+00:00,2023-06-06T15:43:07+00:00,2025-11-18T19:08:08+00:00,2025-11-18T19:08:08+00:00,896.00,896.00
repr_align,1,0,1,2017-07-31T06:37:37+00:00,2017-07-31T06:37:37+00:00,2017-11-24T19:04:56+00:00,2017-11-24T19:04:56+00:00,116.00,116.00
repr_simd,2,0,2,2015-09-04T19:30:42+00:00,2024-05-10T00:00:12+00:00,2015-09-22T18:49:32+00:00,2015-09-22T18:49:32+00:00,17.00,17.00
requires,1,0,1,2017-10-22T22:46:17+00:00,2017-10-22T22:46:17+00:00,2019-05-06T17:25:47+00:00,2019-05-06T17:25:47+00:00,560.00,560.00
restricted_std,3,0,3,2023-04-14T17:25:09+00:00,2023-12-25T10:49:51+00:00,2023-04-15T04:24:07+00:00,2024-01-14T08:02:53+00:00,10.33,12.00
result_expect,1,0,1,2015-08-19T19:31:27+00:00,2015-08-19T19:31:27+00:00,2015-08-28T08:39:58+00:00,2015-08-28T08:39:58+00:00,8.00,8.00
result_option_inspect,1,0,1,2023-06-30T20:01:54+00:00,2023-06-30T20:01:54+00:00,2023-12-08T21:07:35+00:00,2023-12-08T21:07:35+00:00,161.00,161.00
rust_2018_preview,1,0,1,2018-08-28T02:59:44+00:00,2018-08-28T02:59:44+00:00,,,,
rustc_attrs,1,0,1,2016-09-02T04:28:40+00:00,2016-09-02T04:28:40+00:00,,,,
rustc_macro,1,0,1,2016-08-29T05:21:25+00:00,2016-08-29T05:21:25+00:00,,,,
rustc_private,8,2,6,2015-01-29T19:15:01+00:00,2022-01-05T09:22:53+00:00,2015-02-26T20:56:47+00:00,2025-11-18T19:08:08+00:00,1062.88,313.00
rustdoc_internals,1,1,0,2025-06-06T09:57:32+00:00,2025-06-06T09:57:32+00:00,2025-11-02T05:38:40+00:00,2025-11-02T05:38:40+00:00,148.00,148.00
scoped,1,0,1,2015-04-23T21:26:04+00:00,2015-04-23T21:26:04+00:00,2015-09-05T22:44:33+00:00,2015-09-05T22:44:33+00:00,135.00,135.00
seek_convenience,1,0,1,2020-08-10T15:55:47+00:00,2020-08-10T15:55:47+00:00,2023-06-30T16:22:50+00:00,2023-06-30T16:22:50+00:00,1054.00,1054.00
seek_stream_len,1,0,1,2021-02-03T00:55:10+00:00,2021-02-03T00:55:10+00:00,2021-02-04T04:30:04+00:00,2021-02-04T04:30:04+00:00,1.00,1.00
simd_ffi,4,0,4,2019-01-18T09:52:17+00:00,2019-05-03T02:39:47+00:00,2019-05-03T02:42:22+00:00,2019-05-03T02:42:22+00:00,0.00,0.00
simd_wasm64,1,1,0,2023-04-27T19:30:27+00:00,2023-04-27T19:30:27+00:00,2025-11-18T10:20:14+00:00,2025-11-18T10:20:14+00:00,935.00,935.00
slice_bytes,1,0,1,2015-06-25T16:00:25+00:00,2015-06-25T16:00:25+00:00,2015-12-13T17:43:11+00:00,2015-12-13T17:43:11+00:00,171.00,171.00
slice_concat_ext,2,0,2,2018-10-06T00:18:40+00:00,2018-10-06T00:18:40+00:00,2019-01-15T05:48:15+00:00,2019-01-15T05:48:15+00:00,101.00,101.00
slice_concat_trait,2,1,1,2023-02-13T00:28:12+00:00,2025-10-30T12:51:17+00:00,2025-10-30T12:51:17+00:00,2025-10-30T12:51:17+00:00,0.00,0.00
slice_extras,1,0,1,2015-06-26T01:43:12+00:00,2015-06-26T01:43:12+00:00,2015-07-17T06:26:10+00:00,2015-07-17T06:26:10+00:00,21.00,21.00
slice_index_methods,1,1,0,2025-10-30T12:51:17+00:00,2025-10-30T12:51:17+00:00,2025-10-30T12:51:17+00:00,2025-10-30T12:51:17+00:00,0.00,0.00
slice_partition_at_index,2,0,2,2021-12-16T17:21:19+00:00,2022-01-06T08:30:16+00:00,2022-02-14T22:37:22+00:00,2022-02-23T22:13:06+00:00,54.00,54.00
slice_partition_dedup,1,0,1,2022-12-22T12:03:43+00:00,2022-12-22T12:03:43+00:00,2024-01-31T07:48:24+00:00,2024-01-31T07:48:24+00:00,404.00,404.00
slice_patterns,3,0,3,2015-04-07T09:59:10+00:00,2017-10-02T19:14:34+00:00,2015-06-19T11:27:40+00:00,2017-10-02T19:14:34+00:00,31.67,22.00
slice_ptr_get,1,1,0,2025-06-17T18:12:11+00:00,2025-06-17T18:12:11+00:00,2025-11-19T02:17:02+00:00,2025-11-19T02:17:02+00:00,154.00,154.00
slice_splits,1,0,1,2015-09-10T22:53:01+00:00,2015-09-10T22:53:01+00:00,2015-10-23T20:46:14+00:00,2015-10-23T20:46:14+00:00,42.00,42.00
slice_take,1,0,1,2022-11-25T15:33:22+00:00,2022-11-25T15:33:22+00:00,2025-03-21T17:23:59+00:00,2025-03-21T17:23:59+00:00,847.00,847.00
slicing_syntax,1,0,1,2014-11-29T14:10:24+00:00,2014-11-29T14:10:24+00:00,,,,
specialization,11,2,9,2016-10-11T15:25:10+00:00,2025-02-07T18:18:34+00:00,2016-10-13T12:55:49+00:00,2025-11-19T20:18:14+00:00,426.20,58.00
split_ascii_whitespace,1,0,1,2018-12-30T02:57:27+00:00,2018-12-30T02:57:27+00:00,2019-02-05T03:50:19+00:00,2019-02-05T03:50:19+00:00,37.00,37.00
staged_api,3,1,2,2019-06-08T09:47:18+00:00,2022-01-05T09:22:53+00:00,2022-02-22T20:33:21+00:00,2025-11-01T20:24:49+00:00,818.33,68.00
start,2,0,2,2015-03-08T17:34:55+00:00,2017-01-24T00:03:06+00:00,2015-06-15T03:08:25+00:00,2015-06-15T03:08:25+00:00,98.00,98.00
std_misc,10,0,10,2015-01-29T19:15:01+00:00,2015-05-02T14:50:33+00:00,2015-02-02T21:41:41+00:00,2015-06-30T02:06:11+00:00,31.78,23.00
stdarch_arm_hints,1,0,1,2025-07-03T12:38:45+00:00,2025-07-03T12:38:45+00:00,,,,
stdarch_arm_neon_intrinsics,1,1,0,2025-07-24T10:30:06+00:00,2025-07-24T10:30:06+00:00,2025-11-18T19:08:08+00:00,2025-11-18T19:08:08+00:00,117.00,117.00
stdin_forwarders,1,1,0,2023-01-18T21:05:34+00:00,2023-01-18T21:05:34+00:00,2025-11-19T02:17:02+00:00,2025-11-19T02:17:02+00:00,1035.00,1035.00
stdsimd,10,3,7,2018-04-04T00:58:23+00:00,2023-09-25T22:25:34+00:00,2019-10-23T21:20:38+00:00,2025-11-18T19:08:08+00:00,914.67,567.00
step_by,1,0,1,2016-02-23T02:20:32+00:00,2016-02-23T02:20:32+00:00,2016-04-12T09:09:19+00:00,2016-04-12T09:09:19+00:00,49.00,49.00
step_trait,1,0,1,2016-05-03T15:26:43+00:00,2016-05-03T15:26:43+00:00,2016-05-10T00:23:41+00:00,2016-05-10T00:23:41+00:00,6.00,6.00
stmt_expr_attributes,2,2,0,2021-06-01T21:37:13+00:00,2023-09-20T19:29:02+00:00,2024-08-04T10:18:50+00:00,2025-11-01T20:24:49+00:00,966.00,966.00
str_char,1,0,1,2015-04-14T01:00:46+00:00,2015-04-14T01:00:46+00:00,2015-09-04T03:41:25+00:00,2015-09-04T03:41:25+00:00,143.00,143.00
str_internals,1,0,1,2017-12-11T18:18:41+00:00,2017-12-11T18:18:41+00:00,,,,
