key,owner,repo,crate_names,status,attempts,last_error,last_attempt_ts
Flettex/flettex-chat,Flettex,flettex-chat,raspberry_macros,pending,0,,
Flicker-Finance/candles-rs,Flicker-Finance,candles-rs,candles-rs,success,1,,2025-11-20T00:47:38Z
FloGa/shared-resource-pool-builder,FloGa,shared-resource-pool-builder,shared-resource-pool-builder,success,1,,2025-11-20T00:32:31Z
ForetagInc/rust-arango,ForetagInc,rust-arango,rust_arango,success,1,,2025-11-20T00:41:17Z
Frostie314159/llc-rs,Frostie314159,llc-rs,llc-rs,success,1,,2025-11-28T04:38:54Z
FuelLabs/fuel-core,FuelLabs,fuel-core,fuel-core-bin,success,1,,2025-11-20T00:50:57Z
FuelLabs/fuels-rs,FuelLabs,fuels-rs,fuels-accounts,pending,0,,
Fundament-Software/Alicorn0,Fundament-Software,Alicorn0,uniffi-bindgen-alicorn,pending,0,,
FyraLabs/ensan,FyraLabs,ensan,ensan,success,1,,2025-11-20T00:52:10Z
FyroxEngine/Fyrox,FyroxEngine,Fyrox,fyrox-template,pending,0,,
GINK03/rust-overdose-lib,GINK03,rust-overdose-lib,overdose,success,1,,2025-11-28T04:41:14Z
GREsau/schemars,GREsau,schemars,schemars,success,1,,2025-11-28T04:38:17Z
GaiaWorld/pi_listener,GaiaWorld,pi_listener,pi_listener,success,1,,2025-11-28T04:39:09Z
GaiaWorld/pi_share,GaiaWorld,pi_share,pi_share,pending,0,,
GaiaWorld/pi_slot_deque,GaiaWorld,pi_slot_deque,pi_slot_deque,success,1,,2025-11-20T00:38:19Z
GaiaWorld/pi_slotmap,GaiaWorld,pi_slotmap,pi_slotmap,success,1,,2025-11-20T00:38:13Z
GaiaWorld/pi_sparialtree,GaiaWorld,pi_sparialtree,pi_spatialtree,pending,0,,
GalAster/nqueens-rs,GalAster,nqueens-rs,waifu,success,1,,2025-11-20T00:44:16Z
Geal/mutguard,Geal,mutguard,mut_guard,success,1,,2025-11-28T04:41:52Z
GeoStat-Framework/GSTools-Core,GeoStat-Framework,GSTools-Core,gstools-core,pending,0,,
Giardi77/InfoGrep,Giardi77,InfoGrep,infogrep,success,1,,2025-11-28T04:40:12Z
GiftofHermes/tavla,GiftofHermes,tavla,tavla,success,1,,2025-11-20T00:32:34Z
Gistyr/granular-metrics,Gistyr,granular-metrics,granular-metrics,pending,0,,
GitoxideLabs/gitoxide,GitoxideLabs,gitoxide,gix-chunk,success,1,,2025-11-20T00:42:48Z
Gowee/zhconv-rs,Gowee,zhconv-rs,zhconv,success,1,,2025-11-20T00:46:37Z
Goxoy/goxoy-p2p,Goxoy,goxoy-p2p,goxoy-p2p,failed,2,git clone failed: Cloning into 'repos/Goxoy/goxoy-p2p'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/Goxoy/goxoy-p2p.git/',2025-11-20T01:06:34Z
GrayJack/rbitset,GrayJack,rbitset,rbitset,pending,0,,
Gregory-Meyer/srm,Gregory-Meyer,srm,srm,success,1,,2025-11-28T04:39:03Z
GrepitAB/mcan,GrepitAB,mcan,mcan-core,success,1,,2025-11-20T00:38:42Z
Gui-Yom/turbo-metrics,Gui-Yom,turbo-metrics,codec-bitstream,success,1,,2025-11-28T04:39:02Z
GuillaumeGomez/sysinfo,GuillaumeGomez,sysinfo,sysinfo,success,1,,2025-11-28T04:38:32Z
Guilucand/parallel-processor-rs,Guilucand,parallel-processor-rs,parallel-processor,success,1,,2025-11-20T00:35:38Z
HCO168/hco_rust,HCO168,hco_rust,lib,success,1,,2025-11-28T04:40:51Z
HaDeSMonsta/logger_utc,HaDeSMonsta,logger_utc,logger_utc,success,1,,2025-11-20T00:33:32Z
HalaOS/hala-rs,HalaOS,hala-rs,hala-leveldb,failed,1,git clone failed: Cloning into 'repos/HalaOS/hala-rs'... | remote: Repository not found. | fatal: repository 'https://github.com/HalaOS/hala-rs.git/' not found,2025-11-28T04:39:33Z
HalaOS/xstack,HalaOS,xstack,xstack-spec,pending,0,,
HalsekiRaika/nitinol,HalsekiRaika,nitinol,nitinol-macro,pending,0,,
HaltiaAI/haltia.rs,HaltiaAI,haltia.rs,haltia,failed,2,git clone failed: Cloning into 'repos/HaltiaAI/haltia.rs'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/HaltiaAI/haltia.rs.git/',2025-11-20T01:06:33Z
HaveFunTrading/metricus,HaveFunTrading,metricus,metricus_allocator,success,1,,2025-11-28T04:40:58Z
HellButcher/pulz,HellButcher,pulz,pulz-ecs-macros,success,1,,2025-11-28T04:40:28Z
Hellaeh/time,Hellaeh,time,hel-time,success,1,,2025-11-28T04:39:23Z
HerodotusDev/rust-accumulators,HerodotusDev,rust-accumulators,accumulators,success,1,,2025-11-20T00:47:57Z
Hihaheho/swon,Hihaheho,swon,swon-value,success,1,,2025-11-20T00:38:17Z
Hirevo/persist,Hirevo,persist,persist,success,1,,2025-11-28T04:40:10Z
Hoidigan/smol-graph,Hoidigan,smol-graph,smol-graph,success,1,,2025-11-20T00:40:43Z
HookedBehemoth/axum-form-fields,HookedBehemoth,axum-form-fields,form_fields_macro,pending,0,,
HouraiTeahouse/bevy_system_graph,HouraiTeahouse,bevy_system_graph,bevy_system_graph,success,1,,2025-11-20T00:37:18Z
Hs293Go/discrete_pid,Hs293Go,discrete_pid,discrete_pid,success,1,,2025-11-20T00:49:09Z
HyeonuPark/Flock,HyeonuPark,Flock,flock,success,1,,2025-11-28T04:39:17Z
ISibboI/typed-session,ISibboI,typed-session,typed-session,pending,0,,
Icemic/quickjspp-rs,Icemic,quickjspp-rs,libquickjspp-sys,success,1,,2025-11-28T04:41:43Z
Icemic/zhixiang,Icemic,zhixiang,zhixiang,success,1,,2025-11-20T00:32:57Z
IgaguriMK/ksp-commnet-calculator-core,IgaguriMK,ksp-commnet-calculator-core,ksp-commnet-calculator-core,success,1,,2025-11-20T00:46:42Z
Ignalina/zstd-sys-rs,Ignalina,zstd-sys-rs,zstd-sys-rs,pending,0,,
IgnisDa/developrs,IgnisDa,developrs,esteem_core,success,1,,2025-11-28T04:38:58Z
ImTheSquid/gst-ximageredux,ImTheSquid,gst-ximageredux,gst-plugin-ximageredux,pending,0,,
ImageOptim/libimagequant,ImageOptim,libimagequant,imagequant,success,1,,2025-11-20T00:46:39Z
ImajinDevon/memcell,ImajinDevon,memcell,memcell,success,1,,2025-11-28T04:40:28Z
ImgForger/imgforge,ImgForger,imgforge,imgforge,success,1,,2025-11-28T04:41:40Z
Imo-Br/web-scraper,Imo-Br,web-scraper,web-scraper,success,1,,2025-11-28T04:39:04Z
Indrikoterio/literumilo-rust,Indrikoterio,literumilo-rust,literumilo,success,1,,2025-11-28T04:40:09Z
Infineon/traveo-t2g-pal,Infineon,traveo-t2g-pal,cyt6bj,pending,0,,
Infrasonics/rust-clockkit,Infrasonics,rust-clockkit,clockkit,pending,0,,
IrishMaestro/hashraccoon,IrishMaestro,hashraccoon,hashraccoon,success,1,,2025-11-28T04:38:52Z
IronVelo/swift-check,IronVelo,swift-check,swift-check,success,1,,2025-11-28T04:40:37Z
ItayGarin/ktrl,ItayGarin,ktrl,ktrl,pending,0,,
J-F-Liu/mathguru,J-F-Liu,mathguru,mathguru,success,1,,2025-11-20T00:32:37Z
JDPlumbing/matcat,JDPlumbing,matcat,matcat,success,1,,2025-11-28T04:38:58Z
JJJHolscher/evcxr-wasm,JJJHolscher,evcxr-wasm,evcxr_ssg,pending,0,,
JLerxky/storage_dal,JLerxky,storage_dal,storage_dal_derive,success,1,,2025-11-20T00:33:58Z
JRRudy1/transient,JRRudy1,transient,transient-derive,success,1,,2025-11-28T04:39:36Z
JacobLinCool/gradio-rs,JacobLinCool,gradio-rs,gradio,success,1,,2025-11-28T04:40:52Z
JadKHaddad/composable-tower-http,JadKHaddad,composable-tower-http,composable-tower-http,pending,0,,
JakeWharton/gitout,JakeWharton,gitout,gitout,pending,0,,
JarredAllen/mqtt-visualizer,JarredAllen,mqtt-visualizer,mqtt-visualizer,pending,0,,
Jasper-Bekkers/cluster-cone,Jasper-Bekkers,cluster-cone,cluster-cone,pending,0,,
Jasper-Bekkers/warped-sampling,Jasper-Bekkers,warped-sampling,warped-sampling,success,1,,2025-11-28T04:41:37Z
JedimEmO/dominator-testing,JedimEmO,dominator-testing,dominator-testing,pending,0,,
JelteF/derive_from,JelteF,derive_from,derive_from,pending,0,,
JelteF/derive_more,JelteF,derive_more,derive_more,success,1,,2025-11-28T04:38:32Z
Jim-Hodapp-Coaching/esp32-wroom-rp,Jim-Hodapp-Coaching,esp32-wroom-rp,esp32-wroom-rp,success,1,,2025-11-28T04:41:33Z
JoeOsborn/frenderer,JoeOsborn,frenderer,frapp,pending,0,,
JoeyEamigh/flashthing,JoeyEamigh,flashthing,flashthing,success,1,,2025-11-20T00:33:09Z
JohnBCoding/to_csv,JohnBCoding,to_csv,to_csv,pending,0,,
JohnDog3112/Hex-Renderer,JohnDog3112,Hex-Renderer,hex_renderer,success,1,,2025-11-20T00:33:18Z
JohnTitor/queens-edict,JohnTitor,queens-edict,queens-edict,pending,0,,
Joker2770/arraypp,Joker2770,arraypp,arraypp,success,1,,2025-11-20T00:42:55Z
JonahLund/fhtml,JonahLund,fhtml,fhtml-macros,success,1,,2025-11-28T04:39:16Z
JonahLund/vy,JonahLund,vy,vy-core,success,1,,2025-11-20T00:34:57Z
JosephLai241/himitsu,JosephLai241,himitsu,himitsu,success,1,,2025-11-28T04:41:03Z
JoshuaRadin37/basil,JoshuaRadin37,basil,basil,pending,0,,
JuanCSUCoder/TerMoney,JuanCSUCoder,TerMoney,termoney,success,1,,2025-11-20T00:36:28Z
Juici/pkg-rs,Juici,pkg-rs,pkg,success,1,,2025-11-20T00:48:09Z
Jumaruba/crdt-sample,Jumaruba,crdt-sample,crdt-sample,pending,0,,
Kai-Smith/vector_operations,Kai-Smith,vector_operations,vector_operations,pending,0,,
KaiGE-Organization/kaige,KaiGE-Organization,kaige,kaige,success,1,,2025-11-28T04:39:59Z
Keats/jsonwebtoken,Keats,jsonwebtoken,jsonwebtoken,success,1,,2025-11-28T04:38:34Z
Keats/tera,Keats,tera,tera,success,1,,2025-11-28T04:37:33Z
Keats/tera-v1,Keats,tera-v1,tera-v1,pending,0,,
KeenS/tokio-thrift,KeenS,tokio-thrift,tokio-thrift-bin,pending,0,,
KernelErr/poem-ratelimit,KernelErr,poem-ratelimit,poem-ratelimit,success,1,,2025-11-28T04:41:28Z
Kiinyo/kdl2,Kiinyo,kdl2,kdl2,pending,0,,
Kim-Dewelski/sysfp,Kim-Dewelski,sysfp,sysfp,success,1,,2025-11-28T04:38:53Z
Kixunil/genio,Kixunil,genio,genio,success,1,,2025-11-28T04:41:43Z
KizzyCode/sqlite-tiny-rust,KizzyCode,sqlite-tiny-rust,sqlite-tiny,success,1,,2025-11-28T04:39:32Z
KogarashiNetwork/Kogarashi,KogarashiNetwork,Kogarashi,zkstd,success,1,,2025-11-20T00:50:59Z
KokaKiwi/rust-hex,KokaKiwi,rust-hex,hex,success,1,,2025-11-28T04:37:33Z
KonradKaralus/rs_isl,KonradKaralus,rs_isl,rs_isl,success,1,,2025-11-20T00:36:03Z
Kuzat/tree-sitter-jslt,Kuzat,tree-sitter-jslt,tree-sitter-jslt,pending,0,,
KyleCotton/rusty-junctions-macro,KyleCotton,rusty-junctions-macro,rusty-junctions-macro,success,1,,2025-11-28T04:40:35Z
LUDevNet/Assembly,LUDevNet,Assembly,assembly-fdb-core,success,1,,2025-11-20T00:46:55Z
LambdaAlpha/airlang_rs,LambdaAlpha,airlang_rs,airlang_bin,success,1,,2025-11-20T00:34:44Z
Latias94/treee,Latias94,treee,treee,pending,0,,
Lattexshz/Bly,Lattexshz,Bly,bly-ac,failed,2,git clone failed: Cloning into 'repos/Lattexshz/Bly'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/Lattexshz/Bly.git/',2025-11-20T01:06:33Z
Lawqup/vortex,Lawqup,vortex,vortex-raft,pending,0,,
LedgerHQ/ledger-device-rust-sdk,LedgerHQ,ledger-device-rust-sdk,testmacro,pending,0,,
LemangK/tls-wrap,LemangK,tls-wrap,tls_wrap_common,pending,0,,
LemmyNet/lemmy,LemmyNet,lemmy,lemmy_db_views_community_follower,success,1,,2025-11-20T00:52:48Z
LeoniePhiline/async-mailer,LeoniePhiline,async-mailer,async-mailer,success,1,,2025-11-20T00:38:15Z
Leopard2A5/fhttp,Leopard2A5,fhttp,fhttp,success,1,,2025-11-28T04:39:22Z
Lightprotocol/light-protocol,Lightprotocol,light-protocol,light-hasher,success,1,,2025-11-28T04:40:13Z
Linus789/xcol,Linus789,xcol,xcol,pending,0,,
LoganDark/stackblur-iter,LoganDark,stackblur-iter,stackblur-iter,success,1,,2025-11-28T04:41:37Z
Loic-Smetryns/simple-mcts,Loic-Smetryns,simple-mcts,simple-mcts,success,1,,2025-11-28T04:39:02Z
Lokathor/bytemuck,Lokathor,bytemuck,bytemuck,success,1,,2025-11-28T04:37:33Z
LonelyPale/my-util-rust,LonelyPale,my-util-rust,my-util,success,1,,2025-11-28T04:39:01Z
LucioFranco/tokio-bincode,LucioFranco,tokio-bincode,tokio-bincode,pending,0,,
LucioFranco/tonic-openssl,LucioFranco,tonic-openssl,tonic-openssl,pending,0,,
LukeMiles49/list-files-macro-rs,LukeMiles49,list-files-macro-rs,list_files_macro,pending,0,,
Luminarys/synapse,Luminarys,synapse,synapse-rpc,pending,0,,
Lurgrid/Glushkovizer,Lurgrid,Glushkovizer,glushkovizer,success,1,,2025-11-20T00:46:59Z
Lydanne/plugrs,Lydanne,plugrs,plugrs-host,success,1,,2025-11-20T00:38:15Z
Machtan/argonaut-rs,Machtan,argonaut-rs,argonaut,pending,0,,
MaikorAppPublic/parser,MaikorAppPublic,parser,maikor-asm-parser,success,1,,2025-11-28T04:39:55Z
MailboxValidator/mailboxvalidator-rust,MailboxValidator,mailboxvalidator-rust,mailboxvalidator,success,1,,2025-11-20T00:38:43Z
MajorBarnulf/lorgn,MajorBarnulf,lorgn,lorgn_lang,pending,0,,
Makonike/katec,Makonike,katec,katec,pending,0,,
MakotoE/rust-fahapi,MakotoE,rust-fahapi,fahapi,success,1,,2025-11-28T04:39:52Z
Mange/googleprojection-rs,Mange,googleprojection-rs,googleprojection,pending,0,,
Manishearth/pathdiff,Manishearth,pathdiff,pathdiff,success,1,,2025-11-28T04:37:54Z
MariaSolOs/shebling,MariaSolOs,shebling,shebling-ast,success,1,,2025-11-28T04:39:01Z
MarkAnthonyM/Rusty-RescueTime,MarkAnthonyM,Rusty-RescueTime,rusty-rescuetime,pending,0,,
MassivDash/cargo-imagermachine,MassivDash,cargo-imagermachine,cargo-imagermachine,success,1,,2025-11-20T00:32:44Z
MaterializeInc/rusoto,MaterializeInc,rusoto,"mz_rusoto_cognito_idp,mz_rusoto_appstream",pending,0,,
MathieuDutSik/alloy,MathieuDutSik,alloy,linera-alloy-rpc-types-engine,pending,0,,
MathieuTricoire/identifier,MathieuTricoire,identifier,identifier_derive,success,1,,2025-11-20T00:36:29Z
MathieuTricoire/macro_files,MathieuTricoire,macro_files,macro_files,success,1,,2025-11-20T00:38:56Z
MathisWellmann/lfest-rs,MathisWellmann,lfest-rs,lfest,success,1,,2025-11-20T00:32:29Z
MaulingMonkey/natvis-pdbs,MaulingMonkey,natvis-pdbs,natvis-pdbs,success,1,,2025-11-20T00:49:11Z
MaxBondABE/postgres_secrets,MaxBondABE,postgres_secrets,postgres_secrets,success,1,,2025-11-20T00:38:00Z
MaxXSoft/laps,MaxXSoft,laps,laps_regex,pending,0,,
MaximMaximS/rezvrh,MaximMaximS,rezvrh,rezvrh_scraper,pending,0,,
MazinLab/gen3_rpc,MazinLab,gen3_rpc,gen3_rpc,success,1,,2025-11-20T00:38:22Z
Meshcapade/gloss,Meshcapade,gloss,gloss-utils,pending,0,,
Mic92/cntr-fuse,Mic92,cntr-fuse,cntr-fuse-sys,success,1,,2025-11-20T00:34:41Z
Michael-A-Kuykendall/crabcamera,Michael-A-Kuykendall,crabcamera,crabcamera,success,1,,2025-11-28T04:41:42Z
Michael-F-Bryan/stringly-typed,Michael-F-Bryan,stringly-typed,stringly_typed_derive,success,1,,2025-11-28T04:40:58Z
MicroJoe/gladis,MicroJoe,gladis,gladis4,pending,0,,
MindBuffer/compressor,MindBuffer,compressor,compressor,pending,0,,
MitMaro/git-interactive-rebase-tool,MitMaro,git-interactive-rebase-tool,girt-view,success,1,,2025-11-20T00:48:54Z
Mnwa/css-minify,Mnwa,css-minify,css-minify,success,1,,2025-11-20T00:39:03Z
Mnwa/sonya,Mnwa,sonya,sonya,success,1,,2025-11-28T04:41:48Z
MohammadSu1/Authentication_app,MohammadSu1,Authentication_app,jwt_modes,success,1,,2025-11-20T00:38:36Z
MoosicBox/MoosicBox,MoosicBox,MoosicBox,moosicbox_web_server_core,pending,0,,
MoskalykA/adiscord,MoskalykA,adiscord,adiscord,failed,1,git clone failed: Cloning into 'repos/MoskalykA/adiscord'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/MoskalykA/adiscord.git/',2025-11-28T04:39:49Z
Moulberry/Graphite,Moulberry,Graphite,graphite_minecraft,pending,0,,
MovingtoMars/liner,MovingtoMars,liner,liner,success,1,,2025-11-28T04:40:27Z
MrDesjardins/steganographyrs,MrDesjardins,steganographyrs,steganographyrs,success,1,,2025-11-20T00:43:28Z
MrGVSV/bevy_tile_atlas,MrGVSV,bevy_tile_atlas,bevy_tile_atlas,pending,0,,
MrGunflame/polymock-rs,MrGunflame,polymock-rs,polymock,success,1,,2025-11-30T03:49:49Z
MrPoisen/value_pool,MrPoisen,value_pool,value_pool,pending,0,,
MuhammadAnas14/rust-crates,MuhammadAnas14,rust-crates,struct_math,success,1,,2025-11-28T04:38:39Z
MystenLabs/fastcrypto,MystenLabs,fastcrypto,fastcrypto,pending,0,,
NOLAI/libpep,NOLAI,libpep,libpep,pending,0,,
NREL/COMPASS,NREL,COMPASS,infra-compass-db,success,1,,2025-11-28T04:41:28Z
NULLx76/ringbuffer,NULLx76,ringbuffer,ringbuffer,success,1,,2025-11-20T00:33:40Z
Nanopro/oculussdk-sys,Nanopro,oculussdk-sys,oculussdk-sys,success,1,,2025-11-20T00:33:57Z
NekoTheCatgirl/diswh-esp,NekoTheCatgirl,diswh-esp,diswh-esp,pending,0,,
Neopallium/jpeg2k,Neopallium,jpeg2k,jpeg2k,pending,0,,
Neopallium/s1vm,Neopallium,s1vm,s1vm,success,1,,2025-11-28T04:39:02Z
Nessex/arbitrary-chunks,Nessex,arbitrary-chunks,arbitrary-chunks,success,1,,2025-11-28T04:40:45Z
Neuron-Grid/fire-scope,Neuron-Grid,fire-scope,fire-scope,success,1,,2025-11-28T04:40:55Z
NexusSocial/nexus-vr,NexusSocial,nexus-vr,did-simple,success,1,,2025-11-20T00:36:30Z
NicPWNs/random-unicode-emoji-rs,NicPWNs,random-unicode-emoji-rs,random-unicode-emoji,success,1,,2025-11-20T00:36:31Z
NicolaeIotu/http-mini,NicolaeIotu,http-mini,http-mini,success,1,,2025-11-20T00:38:14Z
Nigecat/mathjax-rs,Nigecat,mathjax-rs,mathjax,pending,0,,
NilFoundation/zkllvm-rslang-types,NilFoundation,zkllvm-rslang-types,zkllvm-rslang-types-pre,success,1,,2025-11-20T00:44:12Z
Nitrolaunch/nitrolaunch,Nitrolaunch,nitrolaunch,nitro_mods,pending,0,,
Noxmore/bevy_trenchbroom,Noxmore,bevy_trenchbroom,bevy_trenchbroom,success,1,,2025-11-20T00:42:03Z
Nugine/better-as,Nugine,better-as,better-as,success,1,,2025-11-28T04:41:47Z
Nullus157/async-compression,Nullus157,async-compression,compression-codecs,pending,0,,
Nullus157/bs58-rs,Nullus157,bs58-rs,bs58,success,1,,2025-11-28T04:37:33Z
NutekSecurity/nutek,NutekSecurity,nutek,nutek,failed,2,git clone failed: Cloning into 'repos/NutekSecurity/nutek'... | remote: Repository not found. | fatal: repository 'https://github.com/NutekSecurity/nutek.git/' not found,2025-11-20T01:06:36Z
OctaHive/octabot-rust-sdk,OctaHive,octabot-rust-sdk,octabot-rust-sdk,success,1,,2025-11-20T00:48:55Z
OdenShirataki/versatile-data,OdenShirataki,versatile-data,versatile-data,success,1,,2025-11-20T00:35:10Z
OdenShirataki/wild-doc,OdenShirataki,wild-doc,wild-doc-server,success,1,,2025-11-20T00:43:58Z
Olavhaasie/sorts,Olavhaasie,sorts,sorts,pending,0,,
OlofBlomqvist/marlowe_rust,OlofBlomqvist,marlowe_rust,marlowe_lang,pending,0,,
OpenDevicePartnership/mimxrt600-fcb,OpenDevicePartnership,mimxrt600-fcb,mimxrt600-fcb,pending,0,,
OpenQinling/terl,OpenQinling,terl,terl,success,1,,2025-11-30T03:49:30Z
OpenZeppelin/soroban-helpers,OpenZeppelin,soroban-helpers,soroban-rs-macros,success,1,,2025-11-28T04:41:00Z
PLanza/oters,PLanza,oters,oters,success,1,,2025-11-20T00:45:00Z
Paligo/xee,Paligo,xee,xee-xpath-macros,pending,0,,
ParkMyCar/warp-protobuf,ParkMyCar,warp-protobuf,warp-protobuf,pending,0,,
Pascal736/favilib,Pascal736,favilib,favilib,success,1,,2025-11-30T03:49:29Z
Patryk27/simavr-ffi,Patryk27,simavr-ffi,simavr-ffi,pending,0,,
Person-93/tagged-tree,Person-93,tagged-tree,tagged-tree,pending,0,,
Peternator7/strum,Peternator7,strum,"strum,strum_macros",success,1,,2025-11-28T04:37:59Z
Phala-Network/phala-blockchain,Phala-Network,phala-blockchain,phala-rocket-middleware,success,1,,2025-11-20T00:36:22Z
PhiSyX/lexa-syn,PhiSyX,lexa-syn,lexa-syn,pending,0,,
Philipp-M/tree-sitter-ungrammar,Philipp-M,tree-sitter-ungrammar,tree-sitter-ungrammar,success,1,,2025-11-28T04:40:49Z
PicoJr/rtw,PicoJr,rtw,rtw,success,1,,2025-11-28T04:40:51Z
Picovoice/cobra,Picovoice,cobra,pv_cobra,pending,0,,
PiyushXCoder/post_maker,PiyushXCoder,post_maker,post_maker,pending,0,,
PlasmNetwork/plonk,PlasmNetwork,plonk,plonk-runtime-api,success,1,,2025-11-28T04:38:47Z
PlayForm/Summary,PlayForm,Summary,psummary,pending,0,,
PocketRelay/ServerRust,PocketRelay,ServerRust,pocket-relay-http-server,success,1,,2025-11-28T04:38:53Z
PolyMeilex/cargo-jumpstart,PolyMeilex,cargo-jumpstart,cargo-jumpstart,success,1,,2025-11-28T04:38:49Z
PolyMeilex/rfd,PolyMeilex,rfd,rfdx,success,1,,2025-11-28T04:38:48Z
Pr47/xjbutil,Pr47,xjbutil,xjbutil,success,1,,2025-11-28T04:39:55Z
ProfessorQu/Battleship_Bot,ProfessorQu,Battleship_Bot,battleship_bot,success,1,,2025-11-28T04:39:57Z
PrototypeRailGun/weakheap,PrototypeRailGun,weakheap,weakheap,pending,0,,
PsichiX/density-mesh,PsichiX,density-mesh,density-mesh-image,success,1,,2025-11-28T04:39:18Z
PsichiX/intuicio,PsichiX,intuicio,intuicio-framework-ecs,success,1,,2025-11-28T04:39:28Z
PsichiX/oxygengine,PsichiX,oxygengine,oxygengine-network-backend-native,success,1,,2025-11-20T00:44:59Z
Pumpkin-MC/Pumpkin,Pumpkin-MC,Pumpkin,pumpkin-api-macros,pending,0,,
Q0tzly/logi_code,Q0tzly,logi_code,logi_code,success,1,,2025-11-20T00:35:25Z
R2U2/r2u2,R2U2,r2u2,r2u2_core,success,1,,2025-11-28T04:40:11Z
RJ/edgegap-arbctl,RJ,edgegap-arbctl,edgegap,success,1,,2025-11-20T00:33:35Z
Ragnaroek/vga-emu,Ragnaroek,vga-emu,vga-emu,pending,0,,
RandomInsano/Mcp23x17-rs,RandomInsano,Mcp23x17-rs,mcp23x17,success,1,,2025-11-28T04:40:00Z
Raphtory/docbrown,Raphtory,docbrown,docbrown,success,1,,2025-11-28T04:39:02Z
RazrFalcon/memmap2-rs,RazrFalcon,memmap2-rs,memmap2,success,1,,2025-11-28T04:38:28Z
Redstone-D/starberry,Redstone-D,starberry,starberry_core,success,1,,2025-11-28T04:40:44Z
Reverier-Xu/llmc,Reverier-Xu,llmc,llmc,pending,0,,
Rexagon/pkey_mprotect,Rexagon,pkey_mprotect,pkey_mprotect,pending,0,,
Rick-Phoenix/protocheck,Rick-Phoenix,protocheck,proto-types,pending,0,,
RoccoDev/alarmo-rs,RoccoDev,alarmo-rs,alarmo,pending,0,,
RodogInfinite/NomExML,RodogInfinite,NomExML,nom-xml,pending,0,,
RogueOneEcho/tremolo,RogueOneEcho,tremolo,rogue_tremolo,success,1,,2025-11-20T00:48:06Z
RustCrypto/MACs,RustCrypto,MACs,hmac,success,1,,2025-11-28T04:38:33Z
