crate_id,name,repository,downloads,top_category,all_categories,created_year,updated_year,pop_stratum
618739,netavark,https://github.com/containers/netavark,37996,virtualization,virtualization,2025,2025,high
486433,swift-bridge-build,https://github.com/chinedufn/swift-bridge,1346986,uncategorized,,2024,2024,high
1384506,fly-sdk,https://github.com/alexlatif/fly-rs,4086,virtualization,"virtualization,web-programming",2024,2024,low
51196,hls_m3u8,https://github.com/sile/hls_m3u8,97200,parser-implementations,parser-implementations,2025,2025,high
1792312,clickhouse-datafusion,https://github.com/georgeleepatterson/clickhouse-datafusion,1492,database,database,2025,2025,low
547811,stamp-suite,https://github.com/asmie/stamp-suite,2823,command-line-utilities,"command-line-utilities,development-tools,network-programming",2022,2022,low
283464,memflow-derive,https://github.com/memflow/memflow,50639,memory-management,"memory-management,os",2025,2025,high
1215092,fancy-default-derive,https://github.com/Embers-of-the-Fire/better-default-rs.git,2019,no-std,"no-std,rust-patterns",2024,2024,low
243732,fimapi,https://github.com/nes77/fimapi,2990,uncategorized,,2020,2020,low
1081952,goxoy-p2p,https://github.com/Goxoy/goxoy-p2p/,1452,uncategorized,,2023,2023,low
354403,mime2ext,https://github.com/blyxxyz/mime2ext,408838,filesystem,"filesystem,web-programming",2025,2025,high
220834,fltk-derive,https://github.com/fltk-rs/fltk-rs,370572,uncategorized,,2021,2021,high
1280952,levenshtein_lite,https://github.com/danmunson/levenshtein_lite,2572,text-processing,text-processing,2024,2024,low
8438,serde_ignored,https://github.com/dtolnay/serde-ignored,25649378,encoding,"encoding,no-std",2025,2025,high
1702708,stacksafe,https://github.com/fast/stacksafe,61848,memory-management,"memory-management,rust-patterns",2025,2025,high
1781355,usb-if,https://github.com/drivercraft/CrabUSB,3307,uncategorized,,2025,2025,low
721713,anchor-merkle-tree,https://github.com/anoushk1234/anchor-merkle-tree,3015,uncategorized,,2022,2022,low
66693,lxc,https://github.com/sanpii/lxc-rs.git,18469,api-bindings,api-bindings,2024,2024,mid
996480,aeronet,https://github.com/aecsocket/aeronet,25434,game-development,"game-development,network-programming",2025,2025,high
1136491,pacwrap-core,https://github.com/pacwrap/pacwrap,13666,caching,"caching,command-line-utilities,concurrency,filesystem,virtualization",2024,2024,mid
1265320,bevy_plane_cut,https://github.com/shanecelis/bevy_plane_cut,2635,game-engines,game-engines,2024,2024,low
1187807,sortlock,https://github.com/WhyAreAllTheseTaken/sortlock,3554,concurrency,concurrency,2024,2024,low
432632,smol-graph,https://github.com/Hoidigan/smol-graph,6413,uncategorized,,2021,2021,mid
973585,telo-lang,https://github.com/sleepstone/rainforest/tree/main/telo,2294,uncategorized,,2023,2023,low
1396462,rbac-macro,https://github.com/funcpp/rbac-rs,1073,uncategorized,,2024,2024,low
6782,tile_net,https://github.com/kstrafe/TileNet,27739,uncategorized,,2023,2023,high
392192,awl,https://github.com/rust-windowing/winit,1933,gui,gui,2021,2021,low
1559740,iocore-test,https://github.com/gabrielfalcao/iocore,7371,filesystem,filesystem,2025,2025,mid
1105757,homestar-wasm,https://github.com/ipvm-wg/homestar/tree/main/homestar-wasm,6382,development-tools,"development-tools,wasm,web-programming",2024,2024,mid
976821,fastembed,https://github.com/Anush008/fastembed-rs,215860,uncategorized,,2025,2025,high
1500402,rtwlib,https://github.com/jamdotjar/rtwlib,5184,rendering,rendering,2025,2025,mid
1482066,mmap-vecdeque,https://github.com/aaiyer/mmap-vecdeque,2426,uncategorized,,2024,2024,low
1398361,easy_config_derive,https://github.com/Syst3mz/easy_config,8807,config,config,2025,2025,mid
1623319,superenvy,https://github.com/eatenpancreas/superenvy,1184,uncategorized,,2025,2025,low
1375734,rust_multistackvm,https://github.com/vulogov/rust_multistackvm,31708,emulators,emulators,2025,2025,high
719933,polkadot-node-core-chain-selection,https://github.com/paritytech/polkadot-sdk.git,130213,uncategorized,,2025,2025,high
1639711,temperature_converter,https://github.com/amarcelo/temperature_converter,1752,uncategorized,,2025,2025,low
189636,cargo-emit,https://github.com/nvzqz/cargo-emit,1844492,development-tools,"development-tools::build-utils,no-std,rust-patterns",2021,2021,high
213586,vega_lite_4,https://github.com/procyon-rs/vega_lite_4.rs,27309,visualization,visualization,2025,2025,high
1476979,solana-hard-forks,https://github.com/anza-xyz/solana-sdk,1415875,uncategorized,,2025,2025,high
791373,waffles-solana-storage-proto,https://github.com/waffles-labs/solana,14255,uncategorized,,2023,2023,mid
1464048,rusty_scrfd,https://github.com/prabhat0206/scrfd,3476,computer-vision,"computer-vision,multimedia::images,science",2025,2025,low
64621,may_waiter,https://github.com/Xudong-Huang/may_waiter.git,23182,concurrency,concurrency,2025,2025,mid
464703,rust_icu_uchar,https://github.com/google/rust_icu,16647,uncategorized,,2025,2025,mid
1436090,pacmap,https://github.com/beamform/pacmap-rs,7411,algorithms,"algorithms,mathematics,science",2024,2024,mid
257880,rxprog,https://github.com/the6p4c/rxprog.git,4102,command-line-utilities,command-line-utilities,2020,2020,low
455664,areaportal2d,https://github.com/nyeogmi/areaportal2d,3227,uncategorized,,2021,2021,low
1449830,easy-install,https://github.com/easy-install/easy-install,9519,uncategorized,,2025,2025,mid
757257,multiversx-wegld-swap-sc,https://github.com/multiversx/mx-sdk-rs,81928,cryptography,"cryptography::cryptocurrencies,no-std,wasm",2025,2025,high
1890537,errorstash,https://github.com/StupendousYappi/errorstash,704,rust-patterns,rust-patterns,2025,2025,low
1585101,local-fmt-macros-internal,https://github.com/moriyoshi-kasuga/local-fmt,2142,localization,localization,2025,2025,low
784142,spare_buffer,https://github.com/dEajL3kA/spare_buffer,3660,uncategorized,,2023,2023,low
1690069,nseqe,https://github.com/tylp/nseqe,533,uncategorized,,2025,2025,low
255760,p0w,https://github.com/r3v2d0g/p0w.git,5954,uncategorized,,2020,2020,mid
188142,rumq-client,https://github.com/tekjar/rumq,19634,uncategorized,,2020,2020,mid
1154278,ouch_bindings_python,https://github.com/softstream-link/ouch,1565,uncategorized,,2024,2024,low
8392,skimmer,https://github.com/dnsl48/skimmer.git,8899,parsing,parsing,2022,2022,mid
1061407,aviation_calc_util,https://github.com/997R8V10/aviation-calc-util,36669,aerospace,"aerospace::simulation,mathematics,science::geo",2024,2024,high
781995,firebase-auth-sdk,https://github.com/federicofusco/firebase-auth-sdk,3937,authentication,authentication,2023,2023,low
852,conrod,https://github.com/pistondevelopers/conrod.git,520683,gui,gui,2020,2020,high
1447358,config_file_types,https://github.com/ascpkg/asc/tree/main/config_file_types,9210,config,"config,encoding",2025,2025,mid
518343,rust_arango,https://github.com/ForetagInc/rust-arango,3426,uncategorized,,2022,2022,low
625843,highlight_error,https://github.com/VictorTaelin/rust_highlight_error,41741,uncategorized,,2022,2022,high
923503,open-coroutine-hooks,https://github.com/acl-dev/open-coroutine/tree/dev/open-coroutine-hooks,2781,asynchronous,"asynchronous,concurrency,os",2024,2024,low
3521,vpncloud,https://github.com/dswd/vpncloud,79885,uncategorized,,2021,2021,high
321946,cap-fs-ext,https://github.com/bytecodealliance/cap-std,6158190,filesystem,filesystem,2025,2025,high
787443,gix-chunk,https://github.com/GitoxideLabs/gitoxide,18296874,uncategorized,,2025,2025,high
1171152,bevy_trenchbroom,https://github.com/Noxmore/bevy_trenchbroom,25772,game-development,game-development,2025,2025,high
706432,qemu-x86_64,https://github.com/novafacing/qemu-rs.git,2770,emulators,emulators,2022,2022,low
1331896,googleapis-tonic-google-apps-alertcenter-v1beta1,https://github.com/bouzuya/googleapis-tonic,16400,uncategorized,,2025,2025,mid
327686,usb-ids,https://github.com/woodruffw/usb-ids.rs,96060,hardware-support,hardware-support,2025,2025,high
171141,async-oauth2,https://github.com/udoprog/async-oauth2,54356,authentication,"authentication,web-programming",2025,2025,high
796564,rust_hdl_lib_widgets,https://github.com/samitbasu/rust-hdl,3189,uncategorized,,2023,2023,low
221566,side-futures,https://github.com/nazar-pc/side-futures,10463,uncategorized,,2021,2021,mid
470283,bitwrap_extra,https://github.com/mengyou658/bitwrap,6791,data-structures,"data-structures,embedded,no-std",2022,2022,mid
1796100,arraypp,https://github.com/Joker2770/arraypp,1357,uncategorized,,2025,2025,low
1002136,logix-vfs,https://github.com/logix-tool/logix-vfs,17303,filesystem,filesystem,2024,2024,mid
559581,instant-glicko-2,https://github.com/gpluscb/instant-glicko-2,3353,game-development,"game-development,mathematics",2023,2023,low
619648,krunvm,https://github.com/containers/krunvm,1629,uncategorized,,2022,2022,low
1349053,pallet-revive-fixtures,https://github.com/paritytech/polkadot-sdk.git,513177,uncategorized,,2025,2025,high
801658,macro_magic,https://github.com/sam0x17/macro_magic,6768774,development-tools,"development-tools,development-tools::procedural-macro-helpers,rust-patterns",2025,2025,high
520939,azure_svc_timeseriesinsights,https://github.com/azure/azure-sdk-for-rust,25872,uncategorized,,2024,2024,high
665,slack-hook,https://github.com/frostly/rust-slack,293701,api-bindings,"api-bindings,web-programming",2025,2025,high
1193043,femtopb-build,https://github.com/dflemstr/femtopb,42203,embedded,"embedded,encoding,no-std,no-std::no-alloc",2025,2025,high
272620,coder,https://github.com/coadler/coder.rs,21171,uncategorized,,2020,2020,mid
1817283,time-now,https://github.com/rafialhamd/time-now,1030,date-and-time,date-and-time,2025,2025,low
1658739,sky_renderer,https://github.com/algonents/sky-renderer,5436,graphics,"graphics,rendering::graphics-api",2025,2025,mid
856141,cooklang-to-cooklang,https://github.com/Zheoni/cooklang-chef,37767,value-formatting,value-formatting,2025,2025,high
758499,steganographyrs,https://github.com/MrDesjardins/steganographyrs,2753,uncategorized,,2023,2023,low
1817888,poolshark_derive,https://github.com/estokes/poolshark,1475,caching,"caching,memory-management",2025,2025,low
965477,naming-conventions,https://github.com/vhidvz/naming-conventions.git,2783,text-editors,"text-editors,text-processing",2023,2023,low
418612,swc-dev,https://github.com/swc-project/swc.git,1666,uncategorized,,2021,2021,low
713579,wild-doc-server,https://github.com/OdenShirataki/wild-doc,119230,database-implementations,"database-implementations,network-programming,template-engine",2024,2024,high
166357,mini-v8,https://github.com/SkylerLipthay/mini-v8,15752,uncategorized,,2023,2023,mid
279921,albhed,https://github.com/fosskers/albhed,2156,localization,localization,2020,2020,low
403249,new_string_template,https://github.com/hasezoey/new_string_template,850342,template-engine,"template-engine,text-processing",2024,2024,high
1899994,pmv_encryption_rs,https://github.com/AgustinSRG/pmv-encryption-rs,323,uncategorized,,2025,2025,low
852625,brainfuck_interpreter,https://github.com/BryantTseng/brainfuck_interpreter,2769,uncategorized,,2023,2023,low
1191742,protect-endpoints-core,https://github.com/DDtKey/protect-endpoints,7461,authentication,authentication,2025,2025,mid
1010478,testrepo,https://github.com/luketestorg/testrepo,1496,uncategorized,,2023,2023,low
1259001,fni,https://github.com/fusiron/fni.git,1535,uncategorized,,2024,2024,low
195145,rustfmt_emitter,https://github.com/rust-lang/rustfmt,1833,uncategorized,,2020,2020,low
358267,tc-error,https://github.com/haydnv/tinychain.git,29029,rust-patterns,rust-patterns,2024,2024,high
430361,ceres-browser,https://github.com/patractlabs/ceres,1737,uncategorized,,2021,2021,low
386522,islam,https://github.com/azzamsa/islam,19994,date-and-time,"date-and-time,science",2025,2025,mid
880989,zkllvm-rslang-types-pre,https://github.com/NilFoundation/zkllvm-rslang-types,2347,uncategorized,,2023,2023,low
111423,piet-direct2d,https://github.com/linebender/piet,350675,rendering,rendering::graphics-api,2025,2025,high
1738927,proton-sdk-rs,https://github.com/4tkbytes/proton-sdk-rs,460,uncategorized,,2025,2025,low
94351,proc-mounts,https://github.com/pop-os/proc-mounts,1156088,os,os::unix-apis,2022,2022,high
1263624,falkordb,https://github.com/FalkorDB/falkordb-rs,13226,database,database,2025,2025,mid
569430,waifu,https://github.com/GalAster/nqueens-rs,1654,uncategorized,,2022,2022,low
1044971,tari_bor,https://github.com/tari-project/tari-ootle,6146,uncategorized,,2025,2025,mid
1805071,rsomeip-proto,https://github.com/brunoldsilva/rsomeip,399,automotive,"automotive,network-programming",2025,2025,low
817628,gauges,https://github.com/alepez/gauges,3866,visualization,visualization,2023,2023,low
545089,bevy_match3,https://github.com/Sheepyhead/bevy_match3,9498,games,games,2024,2024,mid
203925,rsmq_async,https://github.com/Couragium/rsmq-async-rs,705603,uncategorized,,2025,2025,high
426101,projx,https://github.com/twe4ked/projx,1696,uncategorized,,2021,2021,low
1308993,mavlink-core,https://github.com/mavlink/rust-mavlink,46436,aerospace,"aerospace,aerospace::protocols,embedded,parsing",2025,2025,high
1735978,swamp-runtime,https://github.com/swamp/swamp,10560,uncategorized,,2025,2025,mid
374482,shiratsu-naming,https://github.com/SnowflakePowered/shiratsu/tree/master/shiratsu-naming,12492,emulators,"emulators,games,parser-implementations,parsing,text-processing",2022,2022,mid
1649240,tree-sitter-avenger,https://github.com/avenger-vis/tree-sitter-avenger,627,parser-implementations,"parser-implementations,parsing,text-editors",2025,2025,low
459782,rustdx-cmd,https://github.com/zjp-CN/rustdx,10550,uncategorized,,2024,2024,mid
685197,de_controller,https://github.com/DigitalExtinction/Game,1615,games,games,2022,2022,low
148580,oxygengine-network-backend-native,https://github.com/PsichiX/oxygengine,85640,uncategorized,,2023,2023,high
786298,oters,https://github.com/PLanza/oters,11406,compilers,"compilers,gui",2023,2023,mid
1363642,gltf-viewer-lib,https://github.com/bwasty/gltf-viewer,4116,rendering,rendering,2024,2024,low
1150543,cw-dex-osmosis,https://github.com/apollodao/cw-dex,6739,uncategorized,,2024,2024,mid
483131,libpermute,https://github.com/DaGenix/libpermute,3088,algorithms,algorithms,2021,2021,low
1848859,rakhas_logger,https://github.com/Undeadguy0/rakhas_logger,291,asynchronous,"asynchronous,development-tools",2025,2025,low
1539392,human-format-next,https://github.com/hanyu-dev/human-format,3866,value-formatting,value-formatting,2025,2025,low
1708598,axor,https://github.com/kinai-io/axor,1361,development-tools,"development-tools::build-utils,web-programming",2025,2025,low
1018763,nanocl_error,https://github.com/next-hat/nanocl,9157,uncategorized,,2025,2025,mid
307626,async-metronome-attributes,https://github.com/suprematic/async-metronome-attributes,4336,asynchronous,"asynchronous,concurrency,development-tools,development-tools::testing",2020,2020,low
1244898,detrim,https://github.com/x52dev/serde-utils,142920,encoding,"encoding,no-std",2025,2025,high
533232,shortuuid,https://github.com/lryong/shortuuid,1679,data-structures,"data-structures,no-std,parser-implementations,wasm",2022,2022,low
364734,trackball,https://github.com/qu1x/trackball,32653,graphics,"graphics,no-std",2025,2025,high
1252380,sands,https://github.com/overvenus/sand,1378,uncategorized,,2024,2024,low
59247,fenwick,https://github.com/summivox/fenwick.rs,56272,algorithms,"algorithms,data-structures,no-std,science",2022,2022,high
393676,randomx-bindings,https://github.com/mcfranko/randomx-bindings,6396,uncategorized,,2021,2021,mid
371597,randcli,https://github.com/cympfh/randcli,9176,command-line-utilities,command-line-utilities,2021,2021,mid
944125,hash4lf,https://github.com/hiql/hash4lf,1169,algorithms,"algorithms,encoding,filesystem",2023,2023,low
3096,io-surface,https://github.com/servo/core-foundation-rs,493502,uncategorized,,2025,2025,high
890514,ghtool,https://github.com/raine/ghtool,28833,uncategorized,,2024,2024,high
440844,sqrid,https://github.com/lpenz/sqrid,38590,data-structures,data-structures,2025,2025,high
2934,crossbeam,https://github.com/crossbeam-rs/crossbeam,71467288,concurrency,"concurrency,data-structures,memory-management,no-std",2024,2024,high
502697,zhconv,https://github.com/Gowee/zhconv-rs,31841,localization,"localization,text-processing,value-formatting,wasm",2025,2025,high
1818970,thresher,https://github.com/cetra3/thresher,354,memory-management,memory-management,2025,2025,low
618753,aardvark-dns,https://github.com/containers/aardvark-dns,33119,virtualization,virtualization,2025,2025,high
1314746,buffdb,https://github.com/buffdb/buffdb,7098,database-implementations,"database-implementations,embedded",2025,2025,mid
1456255,vhost-device-input,https://github.com/rust-vmm/vhost-device,958,virtualization,virtualization,2024,2024,low
1412116,aranya-buggy,https://github.com/aranya-project/aranya-core,6685,uncategorized,,2024,2024,mid
34743,lexer,https://github.com/aicacia/rs-lexer.git,33598,parsing,"parsing,text-processing",2021,2021,high
1488838,asia,https://github.com/klebs6/klebs-general,5189,internationalization,internationalization,2025,2025,mid
577369,sadness-generator,https://github.com/EmbarkStudios/crash-handling,462637,simulation,simulation,2024,2024,high
768639,lepton_jpeg,https://github.com/microsoft/lepton_jpeg_rust,9702,multimedia,"multimedia::encoding,multimedia::images",2025,2025,mid
1503,imagequant,https://github.com/ImageOptim/libimagequant,767279,multimedia,multimedia::images,2025,2025,high
280163,assert-lux,https://github.com/rivy/rs.assert-lux,1881,os,os,2020,2020,low
1040135,rydis,https://github.com/roeeshoshani/rydis,7400,embedded,"embedded,encoding,no-std,parsing",2023,2023,mid
496054,jsonrpc_v2_awc,https://github.com/BitFields/jsonrpc_v2_awc,1641,uncategorized,,2021,2021,low
74613,enquote,https://github.com/reujab/enquote,3279583,parser-implementations,"parser-implementations,parsing,value-formatting",2021,2021,high
264313,sgp4,https://github.com/neuromorphicsystems/sgp4/,106803,aerospace,"aerospace,algorithms,no-std,parser-implementations,science",2025,2025,high
1414141,bytesbox,https://github.com/nutsloop/bytesbox,3783,data-structures,"data-structures,memory-management,no-std",2024,2024,low
1736420,ic-cycles-ledger-client,https://github.com/dfinity/papi,935,uncategorized,,2025,2025,low
1317525,rand_num_consensus,https://github.com/devnetsec/rand_num_consensus,1229,network-programming,network-programming,2024,2024,low
166362,ksp-commnet-calculator-core,https://github.com/IgaguriMK/ksp-commnet-calculator-core,6681,simulation,simulation,2020,2020,mid
858200,logged_tcp_proxy,https://github.com/qwerty541/logged-tcp-proxy,4009,command-line-utilities,"command-line-utilities,development-tools::debugging,network-programming",2023,2023,low
547860,easy_proc,https://github.com/Buzzec/easy_proc,17547,uncategorized,,2025,2025,mid
1650702,rbytes_consulta_cep,https://github.com/rodrigodelphino/RBytesConsultaCEP,703,development-tools,"development-tools,localization,network-programming",2025,2025,low
1106574,strawberryvm,https://github.com/BenMcAvoy/StrawberryVM,1524,emulators,"emulators,game-engines",2024,2024,low
900126,docdoc,https://github.com/hdoordt/docdoc,4008,command-line-utilities,"command-line-utilities,template-engine",2023,2023,low
916953,android-wakelock,https://github.com/sagebind/android-wakelock,3223,api-bindings,api-bindings,2023,2023,low
795369,constructor-lite,https://github.com/d-k-bo/constructor-lite,4064,rust-patterns,rust-patterns,2024,2024,low
703933,qemu,https://github.com/novafacing/qemu-rs,41772,virtualization,virtualization,2023,2023,high
695284,open-fastrlp-derive,https://github.com/gakonst/open-fastrlp,5783305,uncategorized,,2022,2022,high
1742283,ultrafast-mcp-macros,https://github.com/techgopal/ultrafast-mcp,456,api-bindings,"api-bindings,asynchronous,network-programming",2025,2025,low
1280149,derive-masked,https://github.com/okcodes/derive-masked,4040,development-tools,"development-tools::procedural-macro-helpers,value-formatting",2024,2024,low
8264,mailchecker,https://github.com/FGRibreau/mailchecker,444307,email,"email,web-programming",2025,2025,high
1097890,vmem,https://github.com/lylythechosenone/vmem,5183,memory-management,"memory-management,no-std,no-std::no-alloc",2024,2024,mid
406938,cglue-gen,https://github.com/h33p/cglue,83080,accessibility,"accessibility,api-bindings,parsing",2025,2025,high
1474813,iced_fontello,https://github.com/hecrj/iced_fontello,7854,gui,gui,2025,2025,mid
1524561,roblox-rs-cli,https://github.com/roblox-rs/bindings,1615,uncategorized,,2025,2025,low
1504371,stof-http,https://github.com/dev-formata-io/stof-http,4683,uncategorized,,2025,2025,low
560458,osmon,https://github.com/osmon-lang/osmon,6071,localization,localization,2023,2023,mid
282469,streamson-futures,https://github.com/shenek/streamson,15825,parsing,parsing,2021,2021,mid
701248,assembly-fdb-core,https://github.com/LUDevNet/Assembly/tree/main/modules/fdb-core,3940,uncategorized,,2022,2022,low
426773,splot,https://github.com/DougLau/splot,5209,science,"science,visualization",2025,2025,mid
539497,serde-nothing,https://github.com/zakarumych/serde-nothing,3082,encoding,"encoding,no-std",2022,2022,low
552937,etree,https://github.com/thuleqaid/rust-etree,10945,uncategorized,,2022,2022,mid
1274339,glushkovizer,https://github.com/Lurgrid/Glushkovizer,1443,uncategorized,,2024,2024,low
1769544,allfeat-midds,https://github.com/Allfeat/allfeat-sdk,3205,uncategorized,,2025,2025,low
782576,rustls-fork-shadow-tls,https://github.com/shadow-tls/rustls,61287,cryptography,"cryptography,network-programming",2023,2023,high
216194,billboard,https://github.com/EverlastingBugstopper/billboard,111718,value-formatting,value-formatting,2022,2022,high
643949,cw-multi-threaded-cache,https://github.com/CosmWasm/cw-tools.git,1274,uncategorized,,2022,2022,low
912754,xfrmnetlink,https://github.com/rust-netlink/xfrmnetlink,2223,uncategorized,,2023,2023,low
488049,laby_macros,https://github.com/chiyadev/laby,10930,uncategorized,,2023,2023,mid
1728969,shadow-terminal,https://github.com/tattoy-org/shadow-terminal,2859,command-line-utilities,"command-line-utilities,development-tools::testing",2025,2025,low
115617,yarte_helpers,https://github.com/botika/yarte,166476,gui,"gui,template-engine,web-programming",2023,2023,high
128245,c2rust-transpile,https://github.com/immunant/c2rust/,29926,command-line-utilities,"command-line-utilities,development-tools,development-tools::ffi",2025,2025,high
1666272,cosmian_kms_base_hsm,https://github.com/Cosmian/kms,5252,security,security,2025,2025,mid
879364,cstr-literal,https://github.com/notpeelz/cstr-literal,8652,development-tools,"development-tools::ffi,no-std",2023,2023,mid
283123,socks5-async,https://github.com/alifarrokh/socks5-async,6870,uncategorized,,2020,2020,mid
669155,near-non-transferrable-token,https://github.com/beepopula/near-non-transferrable-token,5966,wasm,wasm,2022,2022,mid
368999,codepage-strings,https://github.com/BartMassey/codepage-strings,12877,internationalization,"internationalization,text-processing",2022,2022,mid
652675,istio-api-rs,https://github.com/BlankZhu/istio-api-rs,15111,uncategorized,,2025,2025,mid
81144,elements,https://github.com/ElementsProject/rust-elements/,298198,uncategorized,,2025,2025,high
264898,orogene,https://github.com/orogene/orogene,43587,uncategorized,,2023,2023,high
1475900,libsubid-dylib,https://github.com/tomerhanochi/libsubid,1680,uncategorized,,2024,2024,low
474384,starchart,https://github.com/starlite-project/starchart,43329,uncategorized,,2022,2022,high
1611468,swamp-std,https://github.com/swamp/swamp,11417,uncategorized,,2025,2025,mid
1666375,cosmian_kms_client,https://github.com/Cosmian/kms,4980,security,security,2025,2025,low
1511061,id-validator,https://github.com/peng0208/id-validator,5446,uncategorized,,2025,2025,mid
1857109,candles-rs,https://github.com/Flicker-Finance/candles-rs,1178,finance,"finance,mathematics",2025,2025,low
1272898,send_email,https://github.com/harryhanYuhao/rust_send_email,4410,uncategorized,,2024,2024,low
1871457,discord-selfbot,https://github.com/ege0x77czz/rust-discord-selfbot,322,api-bindings,"api-bindings,asynchronous",2025,2025,low
755806,addr-spec,https://github.com/mathematic-inc/addr-spec-rs,43372,email,"email,parsing",2025,2025,high
1625661,hygg-server,https://github.com/kruserr/hygg,1162,command-line-utilities,"command-line-utilities,parser-implementations,text-processing",2025,2025,low
1893429,oak-vhdl,https://github.com/ygg-lang/oaks,174,hardware-support,"hardware-support,parsing",2025,2025,low
1507693,roslibrust_ros1,https://github.com/roslibrust/roslibrust,19917,science,science::robotics,2025,2025,mid
221629,sandy_bay,https://github.com/Amityville-DE/sandy_bay,1652,uncategorized,,2020,2020,low
1044326,accumulators,https://github.com/HerodotusDev/rust-accumulators,32789,cryptography,"cryptography,data-structures,database",2025,2025,high
1179104,ft-sdk,https://github.com/FifthTry/ft-sdk,31319,uncategorized,,2025,2025,high
1762360,craby_cli,https://github.com/leegeunhyeok/craby,2347,uncategorized,,2025,2025,low
275834,dekker,https://github.com/fabianboesiger/dekker/,1714,algorithms,"algorithms,concurrency",2020,2020,low
955490,makewiz,https://github.com/kallazz/MakeWiz,5144,command-line-utilities,"command-line-utilities,development-tools",2023,2023,mid
623487,owlchess,https://github.com/alex65536/owlchess,14154,games,"games,parser-implementations",2025,2025,mid
457802,valued,https://github.com/ergorusty/valued,2766,uncategorized,,2021,2021,low
1491073,rogue_tremolo,https://github.com/RogueOneEcho/tremolo,959,uncategorized,,2024,2024,low
1097753,shellcolor,https://github.com/patbeagan1/Open-Source-Requests,3949,uncategorized,,2024,2024,low
285816,yew-ansi,https://github.com/siku2/yew-ansi,3371,parsing,"parsing,wasm,web-programming",2023,2023,low
1330651,spring-mail,https://github.com/spring-rs/spring-rs,12809,email,email,2025,2025,mid
1614399,redis-asyncx,https://github.com/aden-q/redis-async,705,uncategorized,,2025,2025,low
445915,rust-pinyin,https://github.com/samlink/rust_pinyin,5830,uncategorized,,2023,2023,mid
544246,assoc_static,https://github.com/cehteh/assoc_static.git,11312,uncategorized,,2022,2022,mid
250919,pokebell,https://github.com/yoshd/pokebell,1665,simulation,simulation,2020,2020,low
1306085,jsonmap,https://github.com/wandercn/jsonmap,6979,accessibility,"accessibility,compilers,data-structures,development-tools",2024,2024,mid
765140,terrars-fly-apps-fly,https://github.com/andrewbaxter/terrars-fly-apps-fly,10473,uncategorized,,2023,2023,mid
855094,librunner,https://github.com/geekrunners/librunner,11368,localization,"localization,science,simulation",2024,2024,mid
67470,pkg,https://github.com/Juici/pkg-rs,17050,development-tools,development-tools,2020,2020,mid
556292,wolfengine,https://github.com/WolfEngine/WolfEngine/,3925,game-development,"game-development,game-engines,games,graphics,multimedia",2022,2022,low
1332860,mdbook-mdinclude,https://github.com/shawntabrizi/mdbook-mdinclude,1291,uncategorized,,2024,2024,low
425921,pnets,https://github.com/fomys/pnets,6811,mathematics,"mathematics,science",2021,2021,mid
461019,remotefs,https://github.com/remotefs-rs/remotefs-rs,85385,network-programming,network-programming,2024,2024,high
776303,io_unity,https://github.com/gameltb/io_unity,2758,uncategorized,,2023,2023,low
1302203,zksync_da_dispatcher,https://github.com/matter-labs/zksync-era,7628,cryptography,cryptography,2024,2024,mid
1726194,uni-ocr,https://github.com/mediar-ai/uni-ocr,9665,uncategorized,,2025,2025,mid
603783,bevy_mod_rounded_box,https://github.com/komadori/bevy_mod_rounded_box/,11229,game-engines,"game-engines,rendering",2025,2025,mid
266704,replace,https://github.com/ptechen/replace.git,4263,uncategorized,,2020,2020,low
374532,pliantdb-jobs,https://github.com/khonsulabs/pliantdb,6307,database-implementations,database-implementations,2021,2021,mid
428560,pink-trombone,https://github.com/lostmsu/pink-trombone,4151,multimedia,"multimedia::audio,simulation",2021,2021,low
39736,runes,https://github.com/Determinant/runes,24314,emulators,"emulators,no-std",2021,2021,mid
224270,shufflebuf,https://github.com/tstellanova/shufflebuf-rs,2149,embedded,"embedded,hardware-support,no-std",2020,2020,low
1871566,dwg-cli,https://github.com/editnori/toneguard,539,command-line-utilities,command-line-utilities,2025,2025,low
419156,girt-view,https://github.com/MitMaro/git-interactive-rebase-tool,6801,command-line-interface,"command-line-interface,command-line-utilities,text-editors",2023,2023,mid
1550275,octabot-rust-sdk,https://github.com/OctaHive/octabot-rust-sdk,1566,uncategorized,,2025,2025,low
1522858,http-utils,https://github.com/saulvaldelvira/http-server,5468,uncategorized,,2025,2025,mid
256881,text-loading-animation,https://github.com/phip1611/lib-text-loading-animation-rust,2955,command-line-interface,command-line-interface,2020,2020,low
1774080,spl-associated-token-account-interface,https://github.com/solana-program/associated-token-account,252758,uncategorized,,2025,2025,high
1322094,hardcpy,https://github.com/obvMellow/hardcpy,3398,command-line-utilities,command-line-utilities,2024,2024,low
1244352,sched-callback,https://github.com/argnmp/sched-callback,3781,uncategorized,,2024,2024,low
1668607,facet-csv,https://github.com/facet-rs/facet-csv,11683,encoding,"encoding,parser-implementations",2025,2025,mid
166389,render,https://github.com/Schniz/render.rs,12554,template-engine,template-engine,2020,2020,mid
286020,rgx-lyon,https://github.com/khonsulabs/rgx-lyon,5053,graphics,graphics,2020,2020,mid
1735468,megacommerce-proto,https://github.com/ahmad-khatib0-org/megacommerce-proto,16515,api-bindings,"api-bindings,network-programming",2025,2025,mid
79589,imagepipe,https://github.com/pedrocr/imagepipe,107153,multimedia,multimedia::images,2022,2022,high
